"","Name","Party","RepParty","Begin","End","N_Years","Organization","Position","Econ_Sector","ThreeMore_Econ_Sector","Course_University","Place_University","Privatized_Company","Gender","MajorEconGroup","PPP","Angola","PSI20","Government","BusinessConnected"
"5370","Carlos Lloyd Braga","Independent","N.a.","N.d.","1952","N.a.","Instituto Superior Técnico","",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",0
"5371","Carlos Lloyd Braga","Independent","N.a.","1953","1966","13","Centro de Química-Física Molecular","Investigador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5372","Carlos Lloyd Braga","Independent","N.a.","1958","1962","4","Instituto Superior Técnico","2º Assistente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5373","Carlos Lloyd Braga","Independent","N.a.","1962","1966","4","Instituto Superior Técnico","1º Assistente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5374","Carlos Lloyd Braga","Independent","N.a.","1962","1965","3","Universidade de Machester","Bolseiro da NATO",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5375","Carlos Lloyd Braga","Independent","N.a.","1967","1972","5","Universidade de Lourenço Marques","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5376","Carlos Lloyd Braga","Independent","N.a.","N.d.","N.d.","N.a.","Universidade do Minho","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5377","Carlos Lloyd Braga","Independent","N.a.","1970","1973","3","Universidade de Lourenço Marques","Vice-presidente da Comissão Executiva das Novas Instalações Universitárias",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5378","Carlos Lloyd Braga","Independent","N.a.","N.d.","N.d.","N.a.","Diamond Research Laboratory","Consultor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5379","Carlos Lloyd Braga","Independent","N.a.","1973","1980","7","Universidade do Minho","Reitor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5380","Carlos Lloyd Braga","Independent","Presidential Initiative","1978","1978","1","Governo","Ministro da Educação e Cultura",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",0
"5381","Carlos Lloyd Braga","Independent","N.a.","1980","1982","2","FCT-UNL","Presidente da Comissão Instaladora",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5382","Carlos Lloyd Braga","Independent","N.a.","1982","1990","8","Instituto Politécnico de Faro","Presidente da Comissão Instaladora",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5383","Carlos Lloyd Braga","Independent","N.a.","1984","1986","2","Conselho Coordenador dos Institutos Politécnicos","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5384","Carlos Lloyd Braga","Independent","N.a.","1986","1990","4","Universidade do Algarve","Reitor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5385","Carlos Paiva Carreira","AD","AD","1981","1981","1","Governo","Secretário de Estado das Comunicações",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VII",0
"5386","Carlos Borrego","PSD","N.a.","N.d.","1972","N.a.","Instituto Superior Técnico","licenciatura em Engenharia Mecânica",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",0
"5387","Carlos Borrego","PSD","N.a.","N.d.","N.d.","N.a.","Universidade de Aveiro","docente universitário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5388","Carlos Borrego","PSD","PSD","1991","1993","2","Governo","Ministro do Ambiente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",0
"5389","Carlos Borrego","PSD","N.a.","1998","2002","4","Universidade de Aveiro","reitor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5390","Carlos Cabrita","PS","N.a.","N.d.","N.d.","N.a.","FDUL","licenciatura em Direito",0,0,"Direito","Lisboa",0,"M","No",0,0,"No","No",0
"5391","Carlos Cabrita","PS","N.a.","1982","1988","6","FDUL","docente universitário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5392","Carlos Cabrita","PS","PS","1999","2002","3","Governo","Secretário de Estado Adjunto do Ministro da Justiça",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIV",0
"5393","Carlos Cabrita","PS","N.a.","2001","2013","12","AM do Barreiro","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5394","Carlos Cabrita","PS","PS","2005","2009","4","Governo","Secretário de Estado Adjunto e da Administração Local",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVII",0
"5395","Carlos Cabrita","PS","N.a.","2009","2013","4","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5396","Carlos Chaves de Macedo","AD","AD","1981","1981","1","Governo","Ministro dos Assuntos Sociais",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VII",0
"5397","Carlos Correia da Fonseca","PS","N.a.","1968","1973","5","ISEG","licenciatura em Economia",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",0
"5398","Carlos Correia da Fonseca","PS","N.a.","N.d.","N.d.","N.a.","ISEG","professor universitário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5399","Carlos Correia da Fonseca","PS","N.a.","N.d.","N.d.","N.a.","Banco Mundial","consultor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5400","Carlos Correia da Fonseca","PS","PS","2009","2011","2","Governo","Secretário de Estado dos Transportes",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVIII",0
"5401","Carlos Ferro Gomes","PS","PS","1978","1978","1","Governo","Secretário de Estado da Habitação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","II",0
"5402","Carlos Loureiro","PSD","PSD","1991","1995","4","Governo","Secretário de Estado da Administração Interna",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",0
"5403","Carlos da Costa Freitas","PS","PS","1978","1978","1","Governo","Ministo Adjunto do Primeiro-Ministro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",0
"5404","Carlos Encarnação","PSD","PSD","1976","1980","4","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5405","Carlos Encarnação","PSD","AD","1981","1983","2","Governo","Secretário de Estado da Administração Interna",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VIII",0
"5406","Carlos Encarnação","PSD","PSD","1987","2002","15","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5407","Carlos Encarnação","PSD","PSD","2002","2009","7","Câmara Municipal de Coimbra","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5408","Carlos Martins Robalo","CDS","N.a.","N.d.","N.d.","N.a.","Direcção Regional do Planeamento","Técnico de Planeamento Regional",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5409","Carlos Martins Robalo","CDS","N.a.","N.d.","N.d.","N.a.","Direcção Regional do Planeamento","Coordenador de Apoio Técnico Regional",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5410","Carlos Martins Robalo","CDS","N.a.","N.d.","N.d.","N.a.","Conselho de Imprensa","Membro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5411","Carlos Martins Robalo","CDS","CDS","1976","1983","7","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5412","Carlos Martins Robalo","CDS","AD","1980","1981","1","Governo","Secretário de Estado da Reforma Administrativa",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VI",0
"5413","Carlos Martins Robalo","CDS","AD","1981","1981","1","Governo","Secretário de Estado da Administração Escolar",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VII",0
"5414","Carlos Martins Robalo","CDS","N.a.","1982","1989","7","Câmara Municipal de Lisboa","Vereador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5415","Carlos Martins Robalo","CDS","N.a.","1997","2004","7","Entidade Reguladora dos Serviços Energéticos","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5416","Carlos Moura Pulido","Independent","N.a.","N.d.","1952","N.a.","Instituto Superior Técnico","",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",0
"5417","Carlos Moura Pulido","Independent","N.a.","N.d.","N.d.","N.a.","Centro de Estudos de Química Nuclear","Membro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5418","Carlos Moura Pulido","Independent","Presidential Initiative","1978","1978","1","Governo","Subsecretário de Estado Adjunto do Ministro da Educação e Cultura",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",0
"5419","Carlos de Sousa e Brito","AD","AD","1980","1981","1","Governo","Secretário de Estado da Comunicação Social",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VI",0
"5420","Carlos Zorrinho","PS","N.a.","N.d.","N.d.","N.a.","Universidade de Évora","licenciatura em Gestão de Empresas",0,0,"Gestão","Évora",0,"M","No",0,0,"No","No",0
"5421","Carlos Zorrinho","PS","N.a.","N.d.","N.d.","N.a.","Universidade de Évora","docente universitário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5422","Carlos Zorrinho","PS","N.a.","1995","2013","18","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5423","Carlos Zorrinho","PS","PS","2009","2011","2","Governo","Secretário de Estado da Energia e da Inovação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVIII",0
"5424","Carlos Zorrinho","PS","N.a.","2011","2013","2","PS","lider do grupo parlamentar",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5425","Carlos Zorrinho","PS","N.a.","N.d.","2014","N.a.","Fundação Res Publica","Conselho de Fundadores",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5426","Coriolano Albino Ferreira","Independent","N.a.","1965","1974","9","Serviço de Utilização Comum dos Hospitais","",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5427","Coriolano Albino Ferreira","Independent","N.a.","N.d.","N.d.","N.a.","Direcção Geral dos Hospitais","Director-Geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5428","Coriolano Albino Ferreira","Independent","Presidential Initiative","1978","1978","1","Governo","Secretário de Estado da Segurança Social",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",0
"5429","Coriolano Albino Ferreira","Independent","Presidential Initiative","1978","1979","1","Governo","Secretário de Estado da Segurança Social",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IV",0
"5430","Coriolano Albino Ferreira","Independent","Presidential Initiative","1979","1979","1","Governo","Secretário de Estado da Segurança Social",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","V",0
"5431","Correia de Jesus","PSD","N.a.","N.d.","N.d.","N.a.","N.a.","licenciatura em Direito",0,0,"Direito","?",0,"M","No",0,0,"No","No",0
"5432","Correia de Jesus","PSD","N.a.","1980","2013","33","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5433","Correia de Jesus","PSD","PSD","1985","1987","2","Governo","Secretário de Estado dos Assuntos Parlamentares",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",0
"5434","Correia de Jesus","PSD","PSD","1987","1991","4","Governo","Secretário de Estado das Comunidades Portuguesas",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",0
"5435","Correia de Jesus","PSD","PSD","1991","1992","1","Governo","Secretário de Estado das Comunidades Portuguesas",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",0
"5436","Custódio de Almeida Simões","PS","PS/CDS","1976","1977","1","Governo","Subsecretário de Estado do Trabalho",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",0
"5437","Custódio de Almeida Simões","PS","PS/CDS","1977","1977","1","Governo","Secretário de Estado do Trabalho",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",0
"5438","Custódio de Almeida Simões","PS","PS","1978","1978","1","Governo","Secretário de Estado do Trabalho",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","II",0
"5439","Custódio de Almeida Simões","PS","Central Block","1983","1984","1","Governo","Secretário de Estado do Trabalho",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IX",0
"5440","Daniel Campelo","CDS","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Agronomia","licenciatura em Engenharia Agrónomica",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",0
"5441","Daniel Campelo","CDS","N.a.","1994","2009","15","CM Ponte de Lima","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5442","Daniel Campelo","CDS","N.a.","1999","2002","3","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5443","Daniel Campelo","CDS","PSD/CDS","2011","2013","2","Governo","Secretário de Estado das Florestas e Desenvolvimento Rural",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",0
"5444","David Mourão Ferreira","PS","N.a.","N.d.","1951","N.a.","Faculdade de Letras da Universidade de Lisboa","",0,0,"Filologia","Lisboa",0,"M","No",0,0,"No","No",0
"5445","David Mourão Ferreira","PS","N.a.","1957","1963","6","Faculdade de Letras da Universidade de Lisboa","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5446","David Mourão Ferreira","PS","N.a.","1970","N.d.","N.a.","Faculdade de Letras da Universidade de Lisboa","Professor Convidado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5447","David Mourão Ferreira","PS","N.a.","1963","1973","10","Sociedade Portuguesa de Autores","Secretário-Geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5448","David Mourão Ferreira","PS","N.a.","1974","1974","1","Jornal A Capital","Director",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5449","David Mourão Ferreira","PS","N.a.","1975","1976","1","Jornal O Dia","Director-Adjunto",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5450","David Mourão Ferreira","PS","PS/CDS","1976","1978","2","Governo","Secretário de Estado da Cultura",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",0
"5451","David Mourão Ferreira","PS","Presidential Initiative","1978","1979","1","Governo","Secretário de Estado da Cultura",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IV",0
"5452","David Mourão Ferreira","PS","N.a.","1981","1996","15","Fundação Calouste Gulbenkian","Director do Serviço de Bibliotecas Itinerantes e Fixas",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5453","David Justino","PSD","N.a.","N.d.","1976","N.a.","ISEG","licenciatura em Economia",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",0
"5454","David Justino","PSD","N.a.","N.d.","N.d.","N.a.","FCSH","docente universitário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5455","David Justino","PSD","N.a.","1994","2001","7","CM Oeiras","vereador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5456","David Justino","PSD","N.a.","1999","2002","3","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5457","David Justino","PSD","PSD/CDS","2002","2004","2","Governo","Ministro da Educação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XV",0
"5458","David Justino","PSD","N.a.","2004","2005","1","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5459","David Justino","PSD","N.a.","2006","2013","7","Presidência da República","assessor para os Assuntos Sociais",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5460","Domingos Pereira Gaspar","Independent","Presidential Initiative","1979","1979","1","Governo","Secretário de Estado da Estruturação Agrária",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","V",0
"5461","Domingos Pereira Gaspar","Independent","N.a.","N.d.","N.d.","N.a.","UAL","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5462","Dulce Pássaro","PS","N.a.","N.d.","1976","N.a.","Instituto Superior Técnico de Lisboa","licenciatura em Engenharia Sanitária",0,0,"Engenharia","Lisboa",0,"F","No",0,0,"No","No",0
"5463","Dulce Pássaro","PS","N.a.","N.d.","2009","N.a.","Ministério do Ambiente","quadro",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",0
"5464","Dulce Pássaro","PS","PS","2009","2011","2","Governo","Ministra do Ambiente e do Ordenamento do Território",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","XVIII",0
"5465","Durão Barroso","PSD","N.a.","N.d.","N.d.","N.a.","FDUL","licenciatura em Direito",0,0,"Direito","Lisboa",0,"M","No",0,0,"No","No",0
"5466","Durão Barroso","PSD","N.a.","1975","1976","1","Federação dos Estudantes Marxistas-Leninistas","lider",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5467","Durão Barroso","PSD","N.a.","1980","2014","34","PSD","militante",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5468","Durão Barroso","PSD","PSD","1985","1987","2","Governo","Sub-Secretário de Estado dos Assuntos Internos",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",0
"5469","Durão Barroso","PSD","PSD","1987","1991","4","Governo","Secretário de Estado dos Assuntos Externos e Cooperação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",0
"5470","Durão Barroso","PSD","PSD","1991","1995","4","Governo","Ministro dos Negócio Estrangeiros",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",0
"5471","Durão Barroso","PSD","N.a.","1995","2002","7","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5472","Durão Barroso","PSD","N.a.","1999","2004","5","PSD","lider",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5473","Durão Barroso","PSD","PSD/CDS","2002","2004","2","Governo","Primeiro-Ministro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XV",0
"5474","Durão Barroso","PSD","N.a.","2004","2013","9","Comissão Europeia","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5475","Eduardo da Silva Correia","Independent","N.a.","N.d.","1937","N.a.","Faculdade de Direito da Universidade de Coimbra","",0,0,"Direito","Coimbra",0,"M","No",0,0,"No","No",0
"5476","Eduardo da Silva Correia","Independent","N.a.","1948","1985","37","Faculdade de Direito da Universidade de Coimbra","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5477","Eduardo da Silva Correia","Independent","N.a.","N.d.","1978","N.a.","Comissão Constitucional","Membro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5478","Eduardo da Silva Correia","Independent","Presidential Initiative","1978","1979","1","Governo","Ministro de Justiça",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IV",0
"5479","Eduardo da Silva Correia","Independent","N.a.","N.d.","1985","N.a.","Instituto de Criminologia de Coimbra","Director",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5480","Eduardo Ribeiro Pereira","PS","PS/CDS","1976","1978","2","Governo","Ministro da Habitação, Urbanismo e Construção",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",0
"5481","Eduardo Ribeiro Pereira","PS","Central Block","1983","1985","2","Governo","Ministro da Administração Interna",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IX",0
"5482","Eduardo Ribeiro Pereira","PS","N.a.","1989","2014","25","Fundação Oriente","Conselho de Curadores",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5483","Eduardo Arantes de Oliveira","PSD","N.a.","N.d.","1956","N.a.","Instituto Superior Técnico","",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",0
"5484","Eduardo Arantes de Oliveira","PSD","N.a.","1960","1965","5","Laboratório de Engenharia Civil de Lisboa","Membro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5485","Eduardo Arantes de Oliveira","PSD","N.a.","1965","1966","1","Laboratório de Engenharia Civil de Lisboa","Especialista",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5486","Eduardo Arantes de Oliveira","PSD","N.a.","1966","1971","5","Laboratório de Engenharia Civil de Lisboa","Chefe de Divisão de Matemática Aplicada",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5487","Eduardo Arantes de Oliveira","PSD","N.a.","1969","N.d.","N.a.","Instituto Superior Técnico","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5488","Eduardo Arantes de Oliveira","PSD","N.a.","1972","1977","5","Universidade Técnica de Lisboa","Vice-Reitor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5489","Eduardo Arantes de Oliveira","PSD","N.a.","1977","1987","10","Universidade Técnica de Lisboa","Reitor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5490","Eduardo Arantes de Oliveira","PSD","Presidential Initiative","1978","1978","1","Governo","Secretário de Estado do Ensino Superior e Investigação Científica",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",0
"5491","Eduardo Arantes de Oliveira","PSD","Presidential Initiative","1978","1979","1","Governo","Secretário de Estado do Ensino Superior e Investigação Científica",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IV",0
"5492","Eduardo Arantes de Oliveira","PSD","N.a.","1985","1985","1","Conselho de Reitores das Universidades Portuguesas","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5493","Eduardo Arantes de Oliveira","PSD","PSD","1985","1987","2","Governo","Secretário de Estado da Investigação Científica",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",0
"5494","Eduardo Arantes de Oliveira","PSD","PSD","1987","1988","1","Governo","Secretário de Estado da Ciência e Tecnologia",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",0
"5495","Eduardo Arantes de Oliveira","PSD","N.a.","1989","1989","1","Comissão Europeia","Membro nomeado para avaliação do seu Centro Comum de Investigação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5496","Eduardo Arantes de Oliveira","PSD","N.a.","1991","1998","7","Laboratório de Engenharia Civil de Lisboa","Director",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5497","Eduardo Arantes de Oliveira","PSD","N.a.","N.d.","N.d.","N.a.","Fundação Cidade de Lisboa","Assembleia de Curadores",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5498","Eduardo Arantes de Oliveira","PSD","N.a.","2008","N.d.","N.a.","Universidade Nova de Lisboa","Presidente do Conselho Geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5499","Elisa Ferreira","PS","N.a.","N.d.","N.d.","N.a.","FEP","licenciatura em Economia",0,0,"Economia","Porto",0,"F","No",0,0,"No","No",0
"5500","Elisa Ferreira","PS","N.a.","N.d.","N.d.","N.a.","FEP","docente universitária",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",0
"5501","Elisa Ferreira","PS","PS","1995","1999","4","Governo","Ministra do Ambiente",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","XIII",0
"5502","Elisa Ferreira","PS","PS","1999","2002","3","Governo","Ministra do Planeamento",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","XIV",0
"5503","Elisa Ferreira","PS","N.a.","2002","2004","2","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",0
"5504","Elisa Ferreira","PS","N.a.","2004","2013","9","Parlamento Europeu","deputada",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",0
"5505","Elísio Summervielle","PS","N.a.","N.d.","1980","N.a.","FLUL","licenciatura em História",0,0,"História","Lisboa",0,"M","No",0,0,"No","No",0
"5506","Elísio Summervielle","PS","PS","2009","2011","2","Governo","Secretário de Estado da Cultura",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVIII",0
"5507","Emanuel dos Santos","PS","N.a.","N.d.","N.d.","N.a.","ISEG","licenciatura em Economia",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",0
"5508","Emanuel dos Santos","PS","N.a.","N.d.","N.d.","N.a.","ISEG","docente universitário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5509","Emanuel dos Santos","PS","N.a.","1980","1989","9","Banco de Portugal","quadro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5510","Emanuel dos Santos","PS","N.a.","1995","2005","10","Ministério das Finanças","quadro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5511","Emanuel dos Santos","PS","PS","2005","2009","4","Governo","Secretário de Estado Adjunto e do Orçamento",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVII",0
"5512","Emanuel dos Santos","PS","PS","2009","2011","2","Governo","Secretário de Estado Adjunto e do Orçamento",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVIII",0
"5513","Emídio Gil dos Santos","PSD","PSD","1991","1992","1","Governo","Secretário de Estado dos Sistema Educativo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",0
"5514","Falcão e Cunha","PSD","N.a.","N.d.","N.d.","N.a.","N.a.","licenciado em Engenharia Civil",0,0,"Engenharia Civil","?",0,"M","No",0,0,"No","No",0
"5515","Falcão e Cunha","PSD","PSD","1985","1987","2","Governo","Secertário de Estado das Vias de Comunicação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",0
"5516","Falcão e Cunha","PSD","PSD","1987","1991","4","Governo","Secertário de Estado das Vias de Comunicação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",0
"5517","Falcão e Cunha","PSD","PSD","1993","1995","2","Governo","Ministro do Emprego e da Segurança Social",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",0
"5518","Fernando Sobral Cid","Independent","Presidential Initiative","1978","1978","1","Governo","Secretário de Estado da Marinha Mercante",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",0
"5519","Fernando Simões Alberto","Independent","N.a.","N.d.","N.d.","N.a.","Liceu Pedro Nunes","",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5520","Fernando Simões Alberto","Independent","N.a.","N.d.","N.d.","N.a.","lnstituto Superior de Ciências Sociais e Políticas","",0,0,"Ciências","Lisboa",0,"M","No",0,0,"No","No",0
"5521","Fernando Simões Alberto","Independent","N.a.","1982","1984","2","Caixa Previdência do Ministério da Educação","Presidente da AG",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5522","Fernando Simões Alberto","Independent","Central Block","1985","1985","1","Governo","Secretário de Estado do Ensino Básico e Secundário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IX",0
"5523","Fernando Simões Alberto","Independent","N.a.","N.d.","N.d.","N.a.","ADSE","Director-Geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5524","Fernando Simões Alberto","Independent","N.a.","N.d.","N.d.","N.a.","lnstituto Superior de Ciências Sociais e Humanas","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5525","Fernando Marques Videira","Independent","N.a.","N.d.","N.d.","N.a.","National Physics Laboratory","Estagiário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5526","Fernando Marques Videira","Independent","N.a.","1955","1956","1","Departamento de Metalurgia em Sheffield","Estagiário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5527","Fernando Marques Videira","Independent","N.a.","1975","1976","1","Laboratório de Sacavém","Director",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",0
"5528","Fernando Marques Videira","Independent","Presidential Initiative","1979","1979","1","Governo","Ministro da Indústria",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","V",0
