"","Name","Party","RepParty","Begin","End","N_Years","Organization","Position","Econ_Sector","ThreeMore_Econ_Sector","Course_University","Place_University","Privatized_Company","Gender","MajorEconGroup","PPP","Angola","PSI20","Government","BusinessConnected"
"1471","Domingos Manuel Jerónimo","PSD","N.a.","2004","2005","1","Sistema de Informações da República Portuguesa","secretário-geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1472","Duarte Gomes de Castro","CDS","N.a.","1973","1974","1","Sporting Clube de Portugal","Direcção",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1473","Duarte Gomes de Castro","CDS","AD","1981","1981","1","Governo","Secretário de Estado dos Desportos",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VII",1
"1474","Duarte Gomes de Castro","CDS","N.a.","1989","1999","10","Petroleos de Portugal - Petrogal, S.A.","AG",4,0,"N.a.","N.a.",1,"M","No",0,0,"No","No",1
"1475","Duarte Gomes de Castro","CDS","N.a.","2010","N.d.","N.a.","ANACOM","CF",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1476","Duarte Gomes de Castro","CDS","N.a.","N.d.","N.d.","N.a.","World Monuments Fund Portugal","CF",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1477","Eduardo Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","Forças Armadas","Oficial",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1478","Eduardo Azevedo Soares","PSD","N.a.","1978","2002","24","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1479","Eduardo Azevedo Soares","PSD","AD","1982","1983","1","Governo","Subsecretário de Estado da Presidência do Conselho",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VIII",1
"1480","Eduardo Azevedo Soares","PSD","PSD","1985","1987","2","Governo","Secretário de Estado dos Negócios Estrangeiros",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",1
"1481","Eduardo Azevedo Soares","PSD","PSD","1991","1995","4","Governo","Ministro do Mar",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",1
"1482","Eduardo Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","CM Cascais","Vereador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1483","Eduardo Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","CARRIS","administrador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1484","Eduardo Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","Dragapor","administrador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1485","Eduardo Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","Transtejo, E.P","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1486","Eduardo Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","Águas de Portugal","administrador",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1487","Eduardo Catroga","PSD","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Ciências Económicas e Financeiras","licenciatura em Finanças",0,1,"Finanças","Lisboa",0,"M","No",0,0,"No","No",1
"1488","Eduardo Catroga","PSD","N.a.","N.d.","N.d.","N.a.","Sapec","CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1489","Eduardo Catroga","PSD","N.a.","1967","1967","1","Ministério das Finanças","consultor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1490","Eduardo Catroga","PSD","N.a.","1968","1974","6","CUF","CA",0,1,"N.a.","N.a.",0,"M","Mello",1,0,"No","No",1
"1491","Eduardo Catroga","PSD","N.a.","1981","1993","12","Sapec","vice-presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1492","Eduardo Catroga","PSD","N.a.","1981","1993","12","Quimigal","vice-presidente",3,1,"N.a.","N.a.",1,"M","Mello",1,0,"No","No",1
"1493","Eduardo Catroga","PSD","N.a.","1981","1993","12","Cel Cat","CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1494","Eduardo Catroga","PSD","N.a.","1981","1993","12","BP","CA",4,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1495","Eduardo Catroga","PSD","PSD","1993","1995","2","Governo","Ministro das Finanças",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XII",1
"1496","Eduardo Catroga","PSD","N.a.","2002","2010","8","Banco Finantia","CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1497","Eduardo Catroga","PSD","N.a.","2006","2010","4","EDP","conselho geral e de supervisão",4,1,"N.a.","N.a.",1,"M","No",0,0,"EDP","No",1
"1498","Eduardo Catroga","PSD","N.a.","2010","2014","4","Sapec","presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1499","Eduardo Catroga","PSD","N.a.","2010","2014","4","NUTRINVESTE  SGPS","vice-presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1500","Eduardo Catroga","PSD","N.a.","N.d.","2014","N.a.","Fundação EDP","Presidente do Conselho de Curadores",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1501","Eduardo Catroga","PSD","N.a.","2010","2014","4","PVCI Capital de Risco","comité de investimentos presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1502","Eduardo Catroga","PSD","N.a.","2012","2014","2","EDP","chairman",4,1,"N.a.","N.a.",1,"M","No",0,0,"EDP","No",1
"1503","Eduardo Correia de Matos","PSD","N.a.","1976","1984","8","CTT-TLP","Director",6,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1504","Eduardo Correia de Matos","PSD","N.a.","1984","1987","3","CTT-TLP","CA",6,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1505","Eduardo Correia de Matos","PSD","PSD","1987","1990","3","Governo","Secretário de Estado dos Transportes Exteriores e Comunicações",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"1506","Eduardo Correia de Matos","PSD","N.a.","1990","1991","1","Marconi","Presidente",6,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1507","Eduardo Correia de Matos","PSD","N.a.","1996","2002","6","PT","CA",6,0,"N.a.","N.a.",1,"M","PT",0,1,"PT","No",1
"1508","Eduardo Correia de Matos","PSD","N.a.","2003","2010","7","PT Brasil","Presidente",6,0,"N.a.","N.a.",0,"M","PT",0,1,"PT","No",1
"1509","Eduardo Consiglieri Pedroso","PS","PS/CDS","1977","1977","1","Governo","Subsecretário de Estado do Tesouro",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","I",1
"1510","Eduardo Consiglieri Pedroso","PS","PS","1978","1978","1","Governo","Secretário de Estado dos Transportes",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","II",1
"1511","Eduardo Consiglieri Pedroso","PS","N.a.","1976","N.d.","N.a.","Banco Pinto & Sotto Mayor","Presidente do Conselho de Gestão",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1512","Eduardo Consiglieri Pedroso","PS","N.a.","N.d.","N.d.","N.a.","Banco Expresso Atlântico, S.A.","Presidente da Mesa da AG",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1513","Eduardo Consiglieri Pedroso","PS","N.a.","N.d.","2014","N.a.","BCP","ND",1,1,"N.a.","N.a.",0,"M","BCP",1,1,"BCP","No",1
"1514","Eduardo Consiglieri Pedroso","PS","N.a.","1998","N.d.","N.a.","PT","Vogal do CA",6,1,"N.a.","N.a.",1,"M","PT",0,1,"PT","No",1
"1515","Eduardo Consiglieri Pedroso","PS","N.a.","N.d.","N.d.","N.a.","Somacris - Sociedade Promoção e Construção Imobiliária, S.A.","Sócio",5,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1516","Eduardo Bastos Ambar","Independent","Central Block","1985","1985","1","Governo","Secretário de Estado da Cooperação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IX",1
"1517","Eduardo Bastos Ambar","Independent","N.a.","2005","2011","N.a.","ENATUR - Empresa Nacional de Turismo, S. A.","Presidente do CA",0,0,"N.a.","N.a.",1,"M","No",0,0,"No","No",1
"1518","Eduardo Bastos Ambar","Independent","N.a.","2005","2011","6","Assembleia da República","Chefe de Gabinete do Presidente da Assembleia",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1519","Eduardo Marçal Grilo","PS","N.a.","N.d.","N.d.","N.a.","Instituto Superior Técnico","licenciatura em Engenharia Mecânica",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",1
"1520","Eduardo Marçal Grilo","PS","N.a.","1976","1980","4","Ministério Ensino Superior","diretor geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1521","Eduardo Marçal Grilo","PS","N.a.","1980","1981","1","Banco Mundial","consultor",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1522","Eduardo Marçal Grilo","PS","N.a.","1992","1995","3","Conselho Nacional da Educação","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1523","Eduardo Marçal Grilo","PS","PS","1995","1999","4","Governo","Ministro da Educação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"1524","Eduardo Marçal Grilo","PS","N.a.","2000","2014","14","Fundação Calouste Gulbenkian","administrador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1525","Eduardo Marçal Grilo","PS","N.a.","2002","2014","12","Partex Oil and Gas","administrador-delegado",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1526","Eduardo Marçal Grilo","PS","N.a.","2010","2012","2","Empresário Pela Inclusão Social","conselho científico",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1527","Eduardo Marçal Grilo","PS","N.a.","N.d.","2014","N.a.","Fundação Pró-Dignitate","Conselho Consultivo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1528","Eduardo Oliveira Fernandes","PS","N.a.","N.d.","1967","N.a.","Faculdade de Engenharia da Universidade do Porto","Estudante",0,0,"Engenharia","Porto",0,"M","No",0,0,"No","No",1
"1529","Eduardo Oliveira Fernandes","PS","N.a.","1968","1970","2","Universidade de Lourenço Marques","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1530","Eduardo Oliveira Fernandes","PS","N.a.","1970","1973","3","Instituto Federal de Tecnologia","Estudante",0,0,"?","Estrangeiro",0,"M","No",0,0,"No","No",1
"1531","Eduardo Oliveira Fernandes","PS","N.a.","1974","1974","1","Universidade de Lourenço Marques","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1532","Eduardo Oliveira Fernandes","PS","N.a.","1974","1980","6","Universidade de Aveiro","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1533","Eduardo Oliveira Fernandes","PS","N.a.","1974","1979","5","Faculdade de Engenharia da Universidade do Porto","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1534","Eduardo Oliveira Fernandes","PS","N.a.","1979","1979","1","Iowa State University","Investigador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1535","Eduardo Oliveira Fernandes","PS","N.a.","1979","2014","35","Faculdade de Engenharia da Universidade do Porto","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1536","Eduardo Oliveira Fernandes","PS","Central Block","1984","1985","1","Governo","Secretário de Estado do Ambiente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IX",1
"1537","Eduardo Oliveira Fernandes","PS","N.a.","1986","1991","5","Universidade do Porto","Vice-Reitor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1538","Eduardo Oliveira Fernandes","PS","N.a.","1988","1991","3","Instituto Superior de Estudos Empresariais","Presidente do Conselho Geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1539","Eduardo Oliveira Fernandes","PS","N.a.","1989","1991","2","Fundação Gomes Teixeira","Presidente do CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1540","Eduardo Oliveira Fernandes","PS","N.a.","1990","1991","1","Santander Totta","Presidente da Comissão Executiva",1,0,"N.a.","N.a.",0,"M","Santander",0,0,"No","No",1
"1541","Eduardo Oliveira Fernandes","PS","N.a.","1991","2006","15","EDP","Presidente do Conselho de Ambiente",4,0,"N.a.","N.a.",1,"M","No",0,0,"EDP","No",1
"1542","Eduardo Oliveira Fernandes","PS","N.a.","1993","1998","5","EXPO98","Consultor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1543","Eduardo Oliveira Fernandes","PS","N.a.","1995","N.d.","N.a.","EDP Hidrorumo","CA",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1544","Eduardo Oliveira Fernandes","PS","PS","2001","2002","1","Governo","Secretário de Estado de Energia e Inovação",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIV",1
"1545","Eduardo Oliveira Fernandes","PS","N.a.","2005","2007","2","GALP Energia, SPGS, S.A.","CA",4,0,"N.a.","N.a.",1,"M","No",0,1,"GALP","No",1
"1546","Eduardo Oliveira Fernandes","PS","N.a.","2007","2014","7","ADEPORTO - Agência de Energia do Porto","Presidente do CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1547","Emanuel Maranha das Neves","PS","N.a.","N.d.","N.d.","N.a.","Faculdade de Engenharia da Universidade do Porto","licenciatura em Engenheria Civil",0,0,"Engenharia","Porto",0,"M","No",0,0,"No","No",1
"1548","Emanuel Maranha das Neves","PS","N.a.","N.d.","N.d.","N.a.","Universidade Nova de Lisboa","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1549","Emanuel Maranha das Neves","PS","PS","1997","1999","2","Governo","Secretário de Estado das Obras Públicas",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"1550","Emanuel Maranha das Neves","PS","N.a.","2010","2014","4","BRISA","CA",5,0,"N.a.","N.a.",1,"M","Mello",1,0,"No","No",1
"1551","Emanuel Maranha das Neves","PS","N.a.","N.d.","2014","N.a.","Comissão de Acompanhamento e Fiscalização","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1552","Emídio Guerreiro","PSD","N.a.","N.d.","N.d.","N.a.","Universidade de Coimbra","Licenciatura em Psicologia",0,0,"Psicologia","Coimbra",0,"M","No",0,0,"No","No",1
"1553","Emídio Guerreiro","PSD","N.a.","1990","1991","1","Associação Académica de Coimbra","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1554","Emídio Guerreiro","PSD","N.a.","1992","1995","3","Ministro Adjunto do Primeiro-Ministro","assessor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1555","Emídio Guerreiro","PSD","N.a.","1995","2002","7","Guerreiro e Companhia","gestor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1556","Emídio Guerreiro","PSD","N.a.","1993","2001","8","CM Guimarães","vereador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1557","Emídio Guerreiro","PSD","N.a.","2005","2013","8","Assembleia da República","deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1558","Emídio Guerreiro","PSD","PSD/CDS","2013","2014","1","Governo","Secretário de Estado do Desporto e Juventude",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"1559","Emílio Pereira Rosa","PS","N.a.","N.d.","N.d.","N.a.","N.a.","licenciatura em Engenharia",0,1,"Engenharia","?",0,"M","No",0,0,"No","No",1
"1560","Emílio Pereira Rosa","PS","PS","1995","1995","1","Governo","Secretário de Estado",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"1561","Emílio Pereira Rosa","PS","N.a.","2003","2014","11","CTT","CA presidente",6,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1562","Emílio Pereira Rosa","PS","N.a.","2003","N.d.","N.a.","EDP","CA adjunto",4,1,"N.a.","N.a.",1,"M","No",0,0,"EDP","No",1
"1563","Emílio Pereira Rosa","PS","N.a.","2008","2010","2","Parque EXPO 98, S. A.","CA",5,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1564","Emílio Peixoto Vilar","PS","N.a.","N.d.","1961","N.a.","Faculdade de Direito da Universidade de Coimbra","Estudante",0,0,"Direito","Coimbra",0,"M","No",0,0,"No","No",1
"1565","Emílio Peixoto Vilar","PS","N.a.","1969","1973","4","BPA","Quadro Directivo",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1566","Emílio Peixoto Vilar","PS","N.a.","1970","N.d.","N.a.","SEDES","Presidente da Direcção",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1567","Emílio Peixoto Vilar","PS","N.a.","1975","1984","9","Banco de Portugal","Vice-Governador",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1568","Emílio Peixoto Vilar","PS","PS/CDS","1976","1978","2","Governo","Ministro dos Transportes e Comunicações",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",1
"1569","Emílio Peixoto Vilar","PS","N.a.","1984","1986","2","Câmara de Comércio Luso-Britânica","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1570","Emílio Peixoto Vilar","PS","N.a.","1985","1986","1","Banco Espírito Santo e Comercial de Lisboa","Presidente do Conselho de Gestão",1,0,"N.a.","N.a.",0,"M","BES",0,0,"No","No",1
"1571","Emílio Peixoto Vilar","PS","N.a.","1989","1996","7","CGD","Presidente do CA",1,0,"N.a.","N.a.",0,"M","CGD",1,1,"No","No",1
"1572","Emílio Peixoto Vilar","PS","N.a.","1989","1990","1","Fundação Serralves","Vice-Presidente do CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1573","Emílio Peixoto Vilar","PS","N.a.","1991","1994","3","Grupo Europeu dos Bancos de Poupança","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1574","Emílio Peixoto Vilar","PS","N.a.","1998","2014","16","Universidade Católica Portuguesa","Professor convidado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1575","Emílio Peixoto Vilar","PS","N.a.","1999","1999","1","Sociedade Porto 2001","Administrador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1576","Emílio Peixoto Vilar","PS","N.a.","2002","2012","10","Fundação Calouste Gulbenkian","Presidente do CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1577","Emílio Peixoto Vilar","PS","N.a.","2002","2012","10","Partex Oil and Gas","Presidente do CA",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1578","Emílio Peixoto Vilar","PS","N.a.","2012","2014","2","Fundação Calouste Gulbenkian","Administrador não-executivo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1579","Emílio Peixoto Vilar","PS","N.a.","2012","2014","2","REN","Administrador não-executivo",4,0,"N.a.","N.a.",1,"M","No",0,0,"REN","No",1
"1580","Emílio Peixoto Vilar","PS","N.a.","2012","2014","2","PLMJ & Associados","Consultor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1581","Emílio Peixoto Vilar","PS","N.a.","2012","2014","2","Conselho Consultivo das Fundações","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1582","Emílio Peixoto Vilar","PS","N.a.","2001","2002","1","GALP Energia, SPGS, S.A.","Presidente do CA",4,0,"N.a.","N.a.",1,"M","No",0,0,"GALP","No",1
"1583","Ernâni Rodriguez Lopes","PSD","N.a.","N.d.","1964","N.a.","Instituto Superior de Ciências Económicas e Financeiras","Estudante",0,1,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"1584","Ernâni Rodriguez Lopes","PSD","N.a.","1966","1974","8","Instituto Superior de Ciências Económicas e Financeiras","Professor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1585","Ernâni Rodriguez Lopes","PSD","N.a.","1967","1975","8","Banco de Portugal","Quadro",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1586","Ernâni Rodriguez Lopes","PSD","N.a.","1975","1979","4","Embaixada de Portugal em Bona","Embaixador",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1587","Ernâni Rodriguez Lopes","PSD","N.a.","1979","1983","4","Embaixada às Comunidades Europeias em Bruxelas","Embaixador",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1588","Ernâni Rodriguez Lopes","PSD","N.a.","N.d.","1982","N.a.","Universidade Católica Portuguesa","Estudante",0,1,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"1589","Ernâni Rodriguez Lopes","PSD","N.a.","1980","2010","30","Universidade Católica Portuguesa","Professor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1590","Ernâni Rodriguez Lopes","PSD","Central Block","1983","1985","2","Governo","Ministro das Finanças e do Plano",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","IX",1
"1591","Ernâni Rodriguez Lopes","PSD","N.a.","1985","1989","4","Banco de Portugal","Consultor Económico",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1592","Ernâni Rodriguez Lopes","PSD","N.a.","1987","2002","15","Instituto de Formação Bancária","Professor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1593","Ernâni Rodriguez Lopes","PSD","N.a.","1987","1996","9","Comissão Nacional Justiça e Paz","Membro",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1594","Ernâni Rodriguez Lopes","PSD","N.a.","1988","2010","22","SaeR - Sociedade de Avaliação Estratégica e Risco","Sócio-Gerente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1595","Ernâni Rodriguez Lopes","PSD","N.a.","1989","2010","21","Fundação Cidade de Lisboa","Presidente do CF",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1596","Ernâni Rodriguez Lopes","PSD","N.a.","1990","1998","8","APEC - Associação Portuguesa de Economistas","Presidente da AG",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1597","Ernâni Rodriguez Lopes","PSD","N.a.","1991","2003","12","Instituto Superior de Gestão Bancária","Presidente do Conselho Científico",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1598","Ernâni Rodriguez Lopes","PSD","N.a.","1996","N.d.","N.a.","Instituto de Estudos Europeus","Director",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1599","Ernâni Rodriguez Lopes","PSD","N.a.","1997","2003","6","Instituto de Gestão do Crédito Público","Conselho Consultivo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1600","Ernâni Rodriguez Lopes","PSD","N.a.","1997","2003","6","Banco de Portugal","Conselho Consultivo",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1601","Ernâni Rodriguez Lopes","PSD","N.a.","1999","2004","5","Ordem dos Economistas","Presidente da AG",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1602","Ernâni Rodriguez Lopes","PSD","N.a.","2000","2010","10","Fundação Luso-Espanhola","Presidente do CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1603","Ernâni Rodriguez Lopes","PSD","N.a.","2000","2002","2","EDP","CA",4,1,"N.a.","N.a.",1,"M","No",0,0,"EDP","No",1
"1604","Ernâni Rodriguez Lopes","PSD","N.a.","2002","2003","1","BES Financial","CA",1,1,"N.a.","N.a.",0,"M","BES",1,1,"BES","No",1
"1605","Ernâni Rodriguez Lopes","PSD","N.a.","2003","2005","2","PT","Presidente do CA",6,1,"N.a.","N.a.",1,"M","PT",0,1,"PT","No",1
"1606","Ernâni Rodriguez Lopes","PSD","N.a.","2004","2004","1","Coligação PSD/CDS","Mandatário às Eleições Europeias",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1607","Ernâni Rodriguez Lopes","PSD","N.a.","2006","2010","4","OIKOS","Presidente da AG",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1608","Eugénio Santos Ramos","PSD","N.a.","1975","1980","5","Instituto Superior de Contabilidade e Administração de Lisboa","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1609","Eugénio Santos Ramos","PSD","N.a.","1976","1983","7","Ministério da Reforma Administrativa","técnico",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1610","Eugénio Santos Ramos","PSD","N.a.","1983","1987","4","CGD","diretor",1,0,"N.a.","N.a.",0,"M","CGD",1,0,"No","No",1
"1611","Eugénio Santos Ramos","PSD","N.a.","1987","2014","27","Património do Estado","diretor geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1612","Eugénio Santos Ramos","PSD","PSD","1987","1991","4","Governo","Secretário de Estado Adjunto do Ministro da Defesa",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"1613","Eugénio Santos Ramos","PSD","PSD","1991","1993","2","Governo","Secretário de Estado do Equipamento e Tecnologias de Defesa",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",1
"1614","Eugénio Santos Ramos","PSD","N.a.","1994","2011","17","CGD Seguros","CA",2,0,"N.a.","N.a.",0,"M","CGD",0,1,"No","No",1
"1615","Eugénio Santos Ramos","PSD","N.a.","N.d.","2014","N.a.","Universal Seguros (Angola)","CA",2,0,"N.a.","N.a.",0,"M","No",0,1,"No","No",1
"1616","Eurico Ferreira Nunes","PS","PS/CDS","1977","1978","1","Governo","Subsecretário de Estado das Finanças",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",1
"1617","Eurico Ferreira Nunes","PS","Presidential Initiative","1978","1978","1","Governo","Secretário de Estado das Finanças",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",1
"1618","Eurico Ferreira Nunes","PS","N.a.","1980","1981","1","Banco Pinto & Sotto Mayor","Vogal do Conselho de Gestão",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1619","Eurico Ferreira Nunes","PS","N.a.","1981","N.d.","N.a.","BFN","Vice-Presidente do Conselho de Gestão",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1620","Eurico Ferreira Nunes","PS","N.a.","1986","1991","5","BCP","CA",1,0,"N.a.","N.a.",0,"M","BCP",1,0,"BCP","No",1
"1621","Eurico Ferreira Nunes","PS","N.a.","N.d.","2012","N.a.","Serpense - Indústria de Lactícinios Lda.","Accionista",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1622","Eurico Teixeira de Melo","PSD","N.a.","N.d.","N.d.","N.a.","Faculdade de Engenharia da Universidade do Porto","Estudante",0,0,"Engenharia","Porto",0,"M","No",0,0,"No","No",1
"1623","Eurico Teixeira de Melo","PSD","N.a.","N.d.","N.d.","N.a.","Faculdade de Engenharia da Universidade do Porto","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1624","Eurico Teixeira de Melo","PSD","N.a.","1975","1976","1","Governo Civil de Braga","Governador Civil",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1625","Eurico Teixeira de Melo","PSD","AD","1980","1981","1","Governo","Ministro da Administração Interna",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VI",1
"1626","Eurico Teixeira de Melo","PSD","PSD","1985","1995","10","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1627","Eurico Teixeira de Melo","PSD","PSD","1985","1987","2","Governo","Ministro de Estado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",1
